Age,Gender,Monthly Income (AED),Highest Education,Nationality,Purchase Frequency,Monthly Skincare Spend (AED),Brand Preference,Purchase Influencing Factors,Platforms Used,Most Trusted Platform,Influencer Count,Main Influencer Tier Followed,Influencer Content Type Considered,Purchased After Influencer Recommendation,Likelihood to Try Influencer Brand,Willingness to Pay Extra,Main Challenge,Influencer Marketing Effectiveness,Most Influential Ad Format,Purchase Time After Influencer,Online Community Member,Would Recommend Based on Influencer,Biggest Influencer Marketing Turn-off,Preferred Discovery Channel
22,Female,"5,000–9,999",High School,Expat – Arab,Every 2–3 months,Less than 100,Premium,"Brand reputation, Price",TikTok,TikTok,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, TikTok Videos",No,Neutral,No increase,Not sure what works for me,Highly effective,Standard post,After a long time,No,No,Repetitive ads,Social media/influencers
69,Male,"5,000–9,999",Master’s Degree,Expat – Asian,Monthly,Less than 100,Korean,"Friends/Family recommendations, Social media influencers","Instagram, YouTube, TikTok",Instagram,None,Macro (100k–1M),"Instagram Stories, Instagram Reels, YouTube Videos",Yes,Neutral,No increase,Products are expensive,Not effective at all,Long video (YouTube/TikTok),Never,Yes,Yes,Lack of authenticity,Social media/influencers
44,Male,"20,000–29,999",Master’s Degree,Expat – Arab,Monthly,500–999,Organic/Natural,"Online reviews, Social media influencers","Instagram, YouTube",YouTube,4–7,Macro (100k–1M),"Instagram Posts, Instagram Reels, YouTube Videos",Yes,Neutral,11–25% more,Not sure what works for me,Somewhat effective,Standard post,Never,No,Yes,Unrelatable content,Social media/influencers
26,Female,"10,000–19,999",Bachelor’s Degree,Emirati,Every 2–3 months,100–249,No preference,"Online reviews, Price","YouTube, TikTok",TikTok,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, TikTok Videos",Yes,Likely,1–10% more,Hard to find in Dubai,Neutral,Reel,Within a week,Yes,Yes,Lack of authenticity,Online search
41,Female,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,Less than 100,Korean,"Price, Product ingredients","Instagram, YouTube, TikTok",TikTok,4–7,Macro (100k–1M),"Instagram Stories, Instagram Reels",No,Neutral,1–10% more,Products are expensive,Neutral,Standard post,Never,No,No,Lack of authenticity,Social media/influencers
52,Male,"10,000–19,999",Master’s Degree,Expat – Asian,Every 2–3 months,100–249,Drugstore,"Friends/Family recommendations, Price","Instagram, YouTube, TikTok",YouTube,None,Not sure,"Instagram Posts, Instagram Stories, Instagram Reels",No,Likely,1–10% more,Not sure what works for me,Not very effective,Reel,Within a month,No,Yes,Lack of authenticity,In-store
29,Male,"5,000–9,999",High School,Expat – Asian,Every 2–3 months,100–249,Korean,"Friends/Family recommendations, Social media influencers","Instagram, YouTube, TikTok",TikTok,8 or more,Mega (1M–10M),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos, TikTok Videos",Yes,Unlikely,No increase,Too many options,Neutral,Long video (YouTube/TikTok),Within a week,Yes,Yes,Lack of authenticity,Advertisements
47,Female,"10,000–19,999",High School,Expat – Asian,Weekly,Less than 100,Korean,"Social media influencers, Friends/Family recommendations","Instagram, TikTok",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",Yes,Unlikely,No increase,Not sure what works for me,Somewhat effective,Story,Within a month,No,Yes,Lack of authenticity,Friends/Family
72,Female,"5,000–9,999",Master’s Degree,Expat – Asian,Every 2–3 months,Less than 100,No preference,"Friends/Family recommendations, Product ingredients","Instagram, YouTube, Snapchat",Instagram,4–7,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",No,Likely,11–25% more,Not sure what works for me,Neutral,Story,Immediately,No,No,Unrelatable content,Online search
32,Female,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Monthly,Less than 100,Premium,"Product ingredients, Online reviews","Instagram, TikTok",Instagram,None,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",No,Very likely,1–10% more,Not enough trusted reviews,Neutral,Story,Within a month,No,No,Lack of authenticity,In-store
59,Female,"30,000 or more",Master’s Degree,Expat – Arab,Monthly,"1,000 or more",No preference,"Brand reputation, Online reviews","Instagram, TikTok",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels",Yes,Very likely,No increase,Too many options,Highly effective,Reel,Within a month,No,Yes,Repetitive ads,Social media/influencers
37,Male,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Monthly,250–499,Korean,"Online reviews, Brand reputation","Instagram, YouTube, TikTok",YouTube,1–3,Micro (10k–100k),Instagram Stories,No,Likely,No increase,Hard to find in Dubai,Highly effective,Standard post,After a long time,No,No,Lack of authenticity,Social media/influencers
40,Male,"5,000–9,999",High School,Expat – Arab,Monthly,100–249,No preference,"Price, Brand reputation","Instagram, YouTube, TikTok, Snapchat",YouTube,8 or more,Mega (1M–10M),"Instagram Posts, Instagram Reels",No,Neutral,No increase,Too many options,Highly effective,Reel,Within a week,No,No,Lack of authenticity,Advertisements
60,Male,"20,000–29,999",Master’s Degree,Expat – Asian,Monthly,500–999,Drugstore,"Friends/Family recommendations, Social media influencers",Instagram,Instagram,1–3,Micro (10k–100k),"Instagram Reels, TikTok Videos",Yes,Neutral,No increase,Not sure what works for me,Somewhat effective,Story,Within a month,Yes,Yes,Over-promotion,Online search
37,Male,"5,000–9,999",Bachelor’s Degree,Expat – Western,Monthly,100–249,No preference,"Online reviews, Social media influencers",None,None,4–7,Mega (1M–10M),"Instagram Posts, Instagram Stories, Instagram Reels, TikTok Videos",Yes,Likely,1–10% more,Too many options,Somewhat effective,Story,Within a week,No,Yes,Over-promotion,In-store
33,Female,"Less than 5,000",High School,Other,Monthly,Less than 100,No preference,"Social media influencers, Online reviews","Instagram, YouTube",Instagram,None,Celebrity (10M+),"Instagram Posts, TikTok Videos",No,Neutral,1–10% more,Not sure what works for me,Neutral,Story,Never,No,No,Lack of authenticity,Advertisements
27,Female,"5,000–9,999",Master’s Degree,Expat – Asian,Monthly,100–249,No preference,"Brand reputation, Friends/Family recommendations","Instagram, YouTube",YouTube,1–3,Micro (10k–100k),Instagram Stories,Yes,Very unlikely,1–10% more,Products are expensive,Not effective at all,Reel,Within a month,No,Yes,None,Online search
23,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Every 2–3 months,Less than 100,Drugstore,"Brand reputation, Online reviews","Instagram, TikTok",Instagram,1–3,Not sure,"Instagram Posts, TikTok Videos",No,Neutral,11–25% more,Not enough trusted reviews,Somewhat effective,Standard post,Within a week,No,No,Lack of authenticity,Social media/influencers
25,Female,"10,000–19,999",Bachelor’s Degree,Emirati,Monthly,250–499,Drugstore,"Online reviews, Friends/Family recommendations",Instagram,Instagram,4–7,Macro (100k–1M),"Instagram Stories, Instagram Reels, TikTok Videos",No,Very likely,1–10% more,Not sure what works for me,Neutral,Reel,Within a week,No,No,Repetitive ads,In-store
25,Male,"10,000–19,999",Bachelor’s Degree,Expat – Western,Monthly,250–499,Korean,"Product ingredients, Price",Facebook,None,4–7,Macro (100k–1M),"Instagram Posts, Instagram Reels, YouTube Videos",Yes,Neutral,No increase,Products are expensive,Somewhat effective,Long video (YouTube/TikTok),Within a month,No,Yes,Lack of authenticity,Friends/Family
36,Female,"20,000–29,999",Master’s Degree,Expat – Asian,Every 2–3 months,250–499,Drugstore,"Price, Online reviews","Instagram, TikTok",YouTube,8 or more,Micro (10k–100k),"Instagram Reels, YouTube Videos",No,Likely,No increase,Products are expensive,Somewhat effective,Story,Within a month,No,No,Repetitive ads,In-store
24,Female,"10,000–19,999",Master’s Degree,Expat – Asian,Every 2–3 months,100–249,Drugstore,"Brand reputation, Product ingredients",Instagram,Instagram,8 or more,Macro (100k–1M),"Instagram Posts, TikTok Videos",No,Unlikely,11–25% more,Products are expensive,Neutral,Standard post,Within a month,No,No,Over-promotion,Social media/influencers
38,Female,"10,000–19,999",Master’s Degree,Expat – Asian,Every 2–3 months,100–249,Drugstore,"Price, Online reviews",Instagram,TikTok,None,Micro (10k–100k),Instagram Reels,No,Likely,1–10% more,Products are expensive,Not effective at all,Reel,Within a week,No,Yes,Repetitive ads,Social media/influencers
79,Male,"Less than 5,000",High School,Expat – Asian,Monthly,Less than 100,Korean,"Online reviews, Price","Instagram, TikTok",TikTok,4–7,Macro (100k–1M),"Instagram Posts, Instagram Stories",No,Likely,No increase,Not enough trusted reviews,Highly effective,Standard post,Within a month,No,No,Over-promotion,Advertisements
60,Female,"Less than 5,000",Master’s Degree,Expat – Western,Every 2–3 months,100–249,Korean,"Social media influencers, Brand reputation","Instagram, YouTube",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories",Yes,Neutral,1–10% more,Not enough trusted reviews,Somewhat effective,Standard post,Within a week,No,Yes,Lack of authenticity,In-store
35,Female,"10,000–19,999",Bachelor’s Degree,Emirati,Monthly,500–999,Drugstore,"Social media influencers, Brand reputation","YouTube, TikTok",YouTube,4–7,Macro (100k–1M),None,Yes,Likely,1–10% more,Not sure what works for me,Highly effective,Reel,Within a month,No,Yes,Over-promotion,Online search
103,Male,"5,000–9,999",Master’s Degree,Expat – Asian,Monthly,Less than 100,Drugstore,"Product ingredients, Online reviews","Instagram, Snapchat",YouTube,None,Micro (10k–100k),"Instagram Posts, Instagram Reels, YouTube Videos, TikTok Videos",Yes,Neutral,11–25% more,Not sure what works for me,Somewhat effective,Story,Never,No,Yes,Over-promotion,In-store
40,Male,"20,000–29,999",Bachelor’s Degree,Expat – Western,Monthly,500–999,Korean,"Online reviews, Product ingredients","Instagram, YouTube, TikTok",Instagram,4–7,Micro (10k–100k),"Instagram Posts, YouTube Videos",No,Very likely,26–50% more,Not enough trusted reviews,Neutral,Standard post,Within a month,No,No,Lack of authenticity,Friends/Family
42,Female,"5,000–9,999",Master’s Degree,Expat – Arab,Every 2–3 months,100–249,Korean,"Brand reputation, Friends/Family recommendations","Instagram, YouTube",Instagram,None,Macro (100k–1M),"Instagram Posts, Instagram Reels",Yes,Neutral,1–10% more,Hard to find in Dubai,Not very effective,Long video (YouTube/TikTok),Immediately,No,Yes,Lack of authenticity,Social media/influencers
37,Female,"Less than 5,000",Master’s Degree,Expat – Asian,Monthly,250–499,Drugstore,"Product ingredients, Brand reputation",Instagram,TikTok,1–3,Macro (100k–1M),"Instagram Posts, Instagram Reels",No,Very likely,11–25% more,Not enough trusted reviews,Neutral,Story,Never,No,No,Repetitive ads,Social media/influencers
39,Male,"5,000–9,999",High School,Expat – Arab,Weekly,100–249,Premium,"Social media influencers, Product ingredients","Instagram, Facebook",Instagram,None,Macro (100k–1M),"Instagram Posts, Instagram Reels",Yes,Likely,No increase,Hard to find in Dubai,Somewhat effective,Long video (YouTube/TikTok),Within a week,No,Yes,Lack of authenticity,In-store
32,Female,"5,000–9,999",Bachelor’s Degree,Other,Monthly,100–249,No preference,"Online reviews, Price","Instagram, YouTube, TikTok",Instagram,None,Micro (10k–100k),"Instagram Posts, Instagram Reels, TikTok Videos",No,Neutral,1–10% more,Not sure what works for me,Not very effective,Standard post,Within a month,Yes,No,Over-promotion,Social media/influencers
36,Female,"Less than 5,000",Master’s Degree,Emirati,Every 2–3 months,Less than 100,No preference,"Price, Social media influencers","Instagram, TikTok",Instagram,1–3,Mega (1M–10M),"Instagram Posts, Instagram Reels",No,Very likely,11–25% more,Products are expensive,Somewhat effective,Long video (YouTube/TikTok),Within a month,Yes,No,Over-promotion,Social media/influencers
70,Female,"10,000–19,999",High School,Expat – Asian,Every 2–3 months,250–499,No preference,"Social media influencers, Friends/Family recommendations","Instagram, YouTube, TikTok, Snapchat, Facebook",Instagram,4–7,Macro (100k–1M),"Instagram Posts, Instagram Reels, YouTube Videos",Yes,Likely,1–10% more,Not enough trusted reviews,Neutral,Reel,Within a week,Yes,Yes,Unrelatable content,Online search
63,Male,"Less than 5,000",Other,Expat – Arab,Monthly,250–499,Organic/Natural,"Price, Product ingredients","Instagram, YouTube, Snapchat",Instagram,4–7,Micro (10k–100k),"Instagram Stories, Instagram Reels",No,Neutral,1–10% more,Products are expensive,Somewhat effective,Standard post,Within a week,No,No,Lack of authenticity,Friends/Family
21,Female,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,Less than 100,Premium,"Social media influencers, Product ingredients","Instagram, YouTube, TikTok, Snapchat",Instagram,1–3,Macro (100k–1M),Instagram Reels,Yes,Neutral,26–50% more,Not enough trusted reviews,Not very effective,Reel,Within a week,No,Yes,Unrelatable content,In-store
24,Male,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Monthly,Less than 100,Korean,"Online reviews, Brand reputation","Instagram, TikTok",Instagram,None,Macro (100k–1M),"Instagram Posts, Instagram Stories, Instagram Reels, TikTok Videos",No,Very likely,No increase,Not sure what works for me,Neutral,Long video (YouTube/TikTok),After a long time,No,No,Lack of authenticity,Social media/influencers
30,Male,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Every 2–3 months,250–499,Premium,"Friends/Family recommendations, Product ingredients","Instagram, YouTube, TikTok",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos",No,Neutral,No increase,Too many options,Not very effective,Standard post,After a long time,No,No,Lack of authenticity,Friends/Family
56,Male,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Monthly,100–249,Korean,"Brand reputation, Friends/Family recommendations","Instagram, TikTok",TikTok,4–7,Macro (100k–1M),Instagram Posts,No,Very likely,1–10% more,Hard to find in Dubai,Somewhat effective,Reel,Within a month,No,No,Over-promotion,Friends/Family
64,Male,"20,000–29,999",Doctorate,Expat – Western,Every 2–3 months,250–499,Premium,"Friends/Family recommendations, Price","Instagram, YouTube, TikTok",YouTube,None,Mega (1M–10M),"Instagram Posts, Instagram Stories, Instagram Reels",No,Likely,11–25% more,Too many options,Neutral,Story,Within a week,No,No,Repetitive ads,Social media/influencers
52,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Monthly,100–249,Korean,"Brand reputation, Online reviews",Instagram,Instagram,1–3,Macro (100k–1M),Instagram Posts,No,Likely,11–25% more,Not sure what works for me,Neutral,Reel,After a long time,Yes,No,Lack of authenticity,Online search
26,Male,"10,000–19,999",Master’s Degree,Expat – Arab,Every 2–3 months,Less than 100,Korean,"Social media influencers, Price","Instagram, YouTube",Instagram,None,Micro (10k–100k),"Instagram Posts, Instagram Reels",Yes,Very likely,1–10% more,Not sure what works for me,Neutral,Reel,Within a month,No,Yes,Lack of authenticity,Social media/influencers
32,Female,"Less than 5,000",Bachelor’s Degree,Expat – Asian,Weekly,100–249,Drugstore,"Brand reputation, Price","Instagram, YouTube, TikTok",Instagram,1–3,Mega (1M–10M),"Instagram Posts, Instagram Reels",Yes,Very unlikely,11–25% more,Not sure what works for me,Somewhat effective,Standard post,Within a month,No,Yes,Unrelatable content,In-store
47,Male,"20,000–29,999",High School,Expat – Asian,Monthly,500–999,Organic/Natural,"Online reviews, Social media influencers",TikTok,TikTok,None,Micro (10k–100k),"Instagram Stories, Instagram Reels",No,Very likely,1–10% more,Products are expensive,Highly effective,Standard post,Within a month,No,No,Over-promotion,In-store
